título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;coleção
"""Lindara, a menina que transbordava palavras""";;Sonia Rosa ;Bruno Cantú;Tranças, brincadeiras, infância;É a história da linda menina negra de tranças, com seus sonhos, brincadeiras e muita falação.;;Nandyala;1ª;2020;Físico;;https://www.amazon.com.br/Lindara-menina-que-transbordava-palavras/dp/8583580677/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=MEFFWVGXCMDF&dib=eyJ2IjoiMSJ9.n35YWMNLfbYbRC34pI3qxg.fYcGlF8a1-bpYk00jvCl_Ml5yp5-7A7KA-Ta1xuF5C8&dib_tag=se&keywords=LINDARA%2C+A+MENINA+QUE+TRANSBORDAVA+PALAVRAS&qid=1716234148&sprefix=lindara+a+menina+que+transbordava+palavras%2Caps%2C753&sr=8-1;pt-BR;;infantojuvenil;não consta;;ROSA, Sonia. Lindara, a menina que transbordava palavras .Belo Horizonte: Nandyala, 2020.;https://m.media-amazon.com/images/I/61v7xo3alUL._SY425_.jpg;Afro-brasileira
"""Solfejos de Fayola""";;Kiusam de Oliveira;Rodrigo Andrade;Bebê, instrumentos musicais africanos, rimas;Fayola é uma bebê muito esperta. Ela que produz com a boca sons de instrumentos musicais tradicionais da cultura africana, que os adultos têm que imitar e cujos nomes têm que adivinhar. Com rimas divertidas, os adultos entram na brincadeira.;;Editora de Cultura ;1ª;2021;Físico;;http://www.editoradecultura.com.br/titulo_view.php?ID=131;pt-BR;;infantil;56;;OLIVEIRA, Kiusam de. Solfejos de Fayola. São Paulo: Editora de Cultura,  2021.;http://www.editoradecultura.com.br/capas/2021-09-22-15-32-42_Solfejos%20de%20Fayola.jpg;Afro-brasileira
""" Eu também""";;Patricia Auerbach;Isabela Santos;Sentimentos, bebê;Livro ilustrado que conta a histórias de dois irmãos, Tuca e Lipe. Eles têm muitas coisas em comum – e muitas diferentes! Mas o que acontece quando os dois querem tudo ao mesmo tempo? Como vão expressar o que estão sentindo?;;Cia das Letrinhas;1ª;2021;Físico;;https://www.companhiadasletras.com.br/livro/9788574069517/eu-tambem;pt-BR;;infantil;40;;AUERBACH, Patricia. Eu também. Rio de Janeiro: Cia da Letrinhas,  2021.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574069517/eu-tambem.jpg;Afro-brasileira
"""Papaco e Lilico, a floresta e o circo """;;Adailton Medeiros ;Bárbara Quintino;Circo, favela, bichos da floresta;Papaco e Lilico são irmãos e vivem na favela do Muquiço, no Rio de Janeiro. Brincam, vão à escola, jogam bola e têm aulas de circo. Um dia resolvem conhecer a Floresta do Camboatá, em Deodoro, e se encantam com os bichos e a floresta.;;Brinque-Book;1ª;2022;Físico;;https://www.companhiadasletras.com.br/livro/9786556540412/papaco-e-lilico-a-floresta-e-o-circo;pt-BR;;infantil;32;;Medeiros, Adailton. Papaco e Lilico, a floresta e o circo. Rio de Janeiro: Brinque-Book, 2022.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786556540412/papaco-e-lilico-a-floresta-e-o-circo.jpg;Afro-brasileira
"""Nó na garganta """;;Mirna Pinsky;Andreia Ramos;Preconceito, identidade étnica, relações étnico-raciais;Tânia tem 10 anos. Seus pais decidiram trocar a vida pobre e difícil da cidade grande por uma nova oportunidade no litoral, e ser caseiros na casa de dona Matilde. No novo ambiente, Tânia aprende e inventa novas brincadeiras, faz novos amigos e sofre muito preconceito pelo fato de ser negra. Ao mesmo tempo, vai nascendo dentro dela uma consciência até então desconhecida, uma vontade de mostrar às pessoas sua verdadeira personalidade.;;Atual;53ª;2019;Físico;‎ 9788535710106;https://m.media-amazon.com/images/I/915mBjXYF7L._SY425_.jpg;pt-BR;;infantojuvenil;88;;Pinsky, Mirna. Nó na garganta. São Paulo: Editora Atual, 2019.;https://m.media-amazon.com/images/I/915mBjXYF7L._SY425_.jpg;Afro-brasileira
"""A cor da ternura """;;Geni Guimarães;Saritah Barboza;Racismo, relações étnico-raciais, escravidão, cultura afro-brasileira;Geni é uma menina negra e pobre, numa família de oito irmãos. Muito cedo vive o preconceito pela sua cor, e aprende a conviver com ofensas e xingamentos. Sua Vó Rosária lhe conta histórias do tempo da escravidão. Depois de muito estudo, Geni se torna professora e passa a combater o racismo.;Prêmio Jabuti 1990 - Literatura Juvenil - Autor Revelação.Prêmio Jannart Moutinho Ribeiro;FTD;12ª;1998;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1831362?guid=1716237059024&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716237059024%26quantidadePaginas%3d1%26codigoRegistro%3d1831362%231831362&i=1;pt-BR;;infantojuvenil;93;;GUIMARÃES, Geni Mariano. A cor da ternura. São Paulo: FTD, 1998.;https://tse2.mm.bing.net/th?id=OIP.RC3eJdKaYtJe7r9LAlMDcwHaLy&pid=Api&P=0&h=180;Afro-brasileira
""" O amigo rei""";;Ruth Rocha;Cris Eich;Rei, brincadeira, escravidão, cultura afro-brasileira;É a história de Matias, um menino escravo, que era amigo de Ioiô, o filho do patrão. Brincavam e brigavam, sem saber que um dia um deles ainda seria rei.;Série: Vou te contar!;Salamandra;2ª;2009;Físico;;https://www.amazon.com.br/Amigo-do-Rei-Ruth-Rocha/dp/8516063046/ref=sr_1_1?crid=VQ1YLBWBK9ZX&dib=eyJ2IjoiMSJ9.dnnIiz1-l95LusiAkkiwPG9hLVzUEJ9DFYeESZZCJm1sjfxUnKebedgea-SNDA2NkSHVDdOMIXBblG3wWvSJkpWthsJIKHEYNUyoRD0igWsOXqqESGmbGhaN1WagqD-nW1t-1SLxXc1EideyZleoPHMo4xcwXSlF0VNlP-Lq2fTzbDyKbe6VzIY35Ujtjlxukrb-Y7nhn_e5Dv-QhMPK08mmjN3XOzaAaeKCyD8OtO_EVHmSmSl0-pB9A51ksXj3wdDFEf7sc8kmQCOR2dECQw2rrazMfR8h1jFMF8neYGc.U-HjqdCE9oOLgKWW5FTXCL_CgXInrviVfd6Wk7Z1fbU&dib_tag=se&keywords=meu+amigo+rei&qid=1716238814&sprefix=meu+amigo+re%2Caps%2C315&sr=8-1;pt-BR;;infantojuvenil;32;;ROCHA, Ruth. O meu amigo rei. São Paulo: Salamandra, 2009. ;https://m.media-amazon.com/images/I/A1dwEo611vL._SY425_.jpg;Afro-brasileira
""" Cenas de rua """;;Angela Lagos;Angela Lagos;Frutas, cores, imagens;A obra ilustra a vida de um menino vendedor de frutas em semáforos que, vítima da indiferença, acaba cometendo um delito. Imagens e cores fortes, plenas de movimentos, e ângulos surpreendentes se combinam nesta expressão visual.;Premiações: Prêmio Jabuti 1995- 3º lugar em Ilustração Infantil ou Juvenil;RHJ;1ª;1994;Físico;;https://rhjlivros.com.br/Cena-de-rua-p95822303;pt-BR;;infantojuvenil;não consta;;LAGO, Angela. Cenas de rua. Belo Horizonte: RHJ, 1994.;https://d2j6dbq0eux0bg.cloudfront.net/images/11793269/3555117806.png;Afro-brasileira
"""Histórias da Preta""";;Heloísa Pires Lima;Laura Beatriz;Identidade, relações étnico-raciais, ancestralidade africana;Texto autobiográfico, em que a menina Preta narra como foi sua descoberta, ainda na infância, de suas origens afro-brasileiras. A partir de suas memórias entremeadas com narrativas ficcionais, a autora conta a história de uma África berço da civilização, narra o processo da diáspora africana e a escravidão no Brasil, conta histórias do candomblé, rememora experiências de racismo e problematiza o que é ser negro no Brasil.;Prêmio Adolfo Aizen e José Cabassa pela União Brasileira de Escritores (UBE, 1999). Selo Altamente Recomendável pela Fundação Nacional do Livro Infanto Juvenil, FNLIJ 1998, categoria informativo. Selecionado para o Brazilian Book Magazine para na Feira do Livro de Bolonha (1999). Série Marrom de Terra ;Cia das Letrinhas;3ª;1998;Físico;;https://www.companhiadasletras.com.br/livro/9786581776664/historias-da-preta-nova-edicao;pt-BR;;infantojuvenil;64;;LIMA, Heloísa Pires. Histórias da Preta. São Paulo: Cia das Letrinhas, 1998.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786581776664/historias-da-preta-nova-edicao.jpg;Afro-brasileira
""" Palmas e vaias""";;Sonia Rosa ;Salmo Dansa;Identidade,   relações étnico-raciais, sentimentos;Florípedes experimenta as mudanças da adolescência: um novo corte de cabelo, uma dor de dentes, os peitos que crescem e o corpo que estica de uma hora para outra. Além disso, ela muda de bairro e muda de escola e precisa fazer novos amigos e conhecer os novos professores, mas se depara com as diferenças e, para superá-las, decide optar pelo amor, pelo carinho e pela atenção de sua mãe.;;Pallas;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/247987?guid=1716243151965&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716243151965%26quantidadePaginas%3d1%26codigoRegistro%3d247987%23247987&i=1;pt-BR;;infantojuvenil;26;;ROSA, Sonia. Palmas e vaias. Rio de Janeiro: Pallas, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/247987;Afro-brasileira
""" Luanda, Filha De Iansã""";;Lia Zatz;Alexandre Teles;Culturas africanas e afro-brasileiras, identidade, relações étnico-raciais;Luanda era uma menina alegre e brincalhona até entrar para a escola. Aí, justamente quando ela pensava que teria mais e mais amigos, foi deixada de lado. Só a nova professora, a Lúcia, que se vestia como as mulheres africanas, fez Luanda voltar a sorrir. Fez também a classe conhecer de fato a África: suas cidades, línguas, contos, riquezas e pobrezas.;Prêmios Seleções : SME BH 2009 Secretaria Municipal da Educação ,SME Santo André 2009 Secretaria Municipal da Educação , SME Monguaguá 2009 Secretaria Municipal da Educação SEE SP 2008 Secretaria Estadual da Educação. Série Marrom de Terra.;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185443?guid=1716243479541&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716243479541%26quantidadePaginas%3d1%26codigoRegistro%3d185443%23185443&i=1;pt-BR;;infantojuvenil;24;;ZATZ, Lia. Luanda, Filha De Iansã, São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185443;Afro-brasileira
"""Tenka, Preta Pretinha """;;Lia Zatz;Alexandre Teles;Adolescência, identidade, relações étnico-raciais;Você já brincou de beijo-abraço-aperto-de-mão? Pois é a brincadeira preferida dos amigos de Tenka. Ela sempre é escolhida para comandar a roda porque conhece todos os segredos de amor entre amigos. Ela é assim mesmo, mas de uma hora para outra aconteceu uma coisa: Tenka começou a ficar muito, muito tristonha. Foi então que Tenka pensou: por que só ela não tinha namorado se era tão querida?;Prêmios Seleções : SME Santo André 2009 Secretaria Municipal da Educação SME Monguaguá 2009 Secretaria Municipal da Educação SEE SP 2008 Secretaria Estadual da Educação. Série Marrom de Terra;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185428?guid=1716243976886&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716243976886%26quantidadePaginas%3d1%26codigoRegistro%3d185428%23185428&i=1;pt-BR;;infantil;24;;Zatz, Lia.Tenka, Preta Pretinha. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185428;Afro-brasileira
"""Uana e Marrom de Terra""";;Lia Zatz;Alexandre Teles;Infância, identidade, relações étnico-raciais;Uana sentiu muito medo, sozinha naquele quarto de hospital. Só a visita dos pais acabou com a tristeza de Uana, quando ganhou uma linda boneca. Primeiro foi só alegria, depois tristeza... E se os colegas chamassem a boneca de “boneca de piche” e só a deixassem ser a empregada da casa? Aí, aconteceu um fato mágico e a boneca reagiu! O que será que aconteceu?;Prêmios  Seleções : SEE SP 2008 Secretaria Estadual da Educação. Série Marrom de Terra.;Biruta ;3ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185432?guid=1716244546456&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716244546456%26quantidadePaginas%3d1%26codigoRegistro%3d185432%23185432&i=1;pt-BR;;infantil;24;;ZATZ, Lia. Uana e Marrom de Terra. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185432;Afro-brasileira
"""Papi, o construtor de pipas """;;Lia Zatz;Alexandre Teles;Brincadeiras, pipa, escola;Papí estava feliz, ia entrar para a escola e aprender a ler. Era tudo o que queria. A maior diversão de Papí é brincar com pipas. Seu grande desafio é conseguir ler as instruções para armar “certinho” as pipas maiores e coloridas como as das águias. Será que ele vai conseguir?;Prêmios Seleções :SEE PE 2009 Secretaria Estadual da Educação SEE PE 2012 |Secretaria Estadual da Educação. Série Marrom de Terra.;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185438?guid=1716244940002&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716244940002%26quantidadePaginas%3d1%26codigoRegistro%3d185438%23185438&i=1;pt-BR;;infantil;24;;ZATZ, Lia. Papí, o construtor de pipas. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185438;Afro-brasileira
"""Neguinho aí""";;Luís Pimentel;Victor Tavares;Identidade, relações étnico-raciais;Neguinho é metido e muito desinibido. Para viver no mundo de hoje, é assim que as crianças devem ser. Esta história em versos traz um personagem que pode estar em qualquer centro urbano das cidades em desenvolvimento no mundo: uma criança que, independentemente de sua cor, pode experimentar as adversidades da vida para sobreviver;;Pallas;1ª;2009;Físico;;https://pallaseditora.com.br/produto/Neguinho_ai/178/;pt-BR;;infantojuvenil;32;;PIMENTEL, Luís. Neguinho aí. Rio de Janeiro: Pallas, 2009.;https://pallaseditora.com.br/admin/_m2brupload/produtos/178/117_med.jpg;Afro-brasileira
"""Neguinho do rio""";;Luís Pimentel;Victor Tavares;Rio de Janeiro, identidade, relações étnico-raciais;Segundo volume das aventuras de Neguinho, desta vez pela sua cidade natal, O Rio de Janeiro, fala de um divertido passeio pelos bairros de toda a cidade, contando novidades que vão além do cartão postal.;;Pallas;1ª;2011;Físico;;https://pallaseditora.com.br/produto/Neguinho_do_Rio/212/;pt-BR;;infantojuvenil;32;;PIMENTEL, Luís. Neguinho do rio. Rio de Janeiro: Pallas, 2011.;https://pallaseditora.com.br/admin/_m2brupload/produtos/212/377_med.jpg;Afro-brasileira
"""Neguinho Brasileiro""";;Luís Pimentel;Victor Tavares;Identidade, relações étnico-raciais;Neguinho parte numa aventura em busca do Brasil que ele só conhece de ouvir falar através dos livros da escola. A família toda embarca nessa viagem e Neguinho descobre que o Brasil é grande, mas muito parecido com ele. Meio branco, meio negro, uma colcha de retalhos remendados que deram forma a uma nação rica e única.;;Pallas Mini;1ª;2014;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1030913?guid=1716245971776&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716245971776%26quantidadePaginas%3d1%26codigoRegistro%3d1030913%231030913&i=2;pt-BR;;infantojuvenil;36;;PIMENTEL, Luís. Neguinho brasileiro. Rio de Janeiro: Pallas Míni, 2014.;https://pallaseditora.com.br/admin/_m2brupload/produtos/268/469_med.jpg;Afro-brasileira
"""Manu da noite enluarada """;;Lia Zatz;Alexandre Teles;Identidade, relações étnico-raciais;Manu era ótima desenhista. Um dia, a professora pediu que desenhassem as famílias, e Manu inventou que tinha o pulso doído e não podia trabalhar. A verdade é que não queria desenhar o cabelo da sua família do jeito que era. Mas, alguma coisa aconteceu e ela acabou fazendo um lindo desenho da família, todos com penteados diferentes.;Prêmios Seleções :SME SP Minha Biblioteca 2009 Secretaria Municipal da Educação. Série Marrom de Terra;Biruta ;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/185435?guid=1716246133228&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716246133228%26quantidadePaginas%3d1%26codigoRegistro%3d185435%23185435&i=1;pt-BR;;infantojuvenil;24;;ZATZ, Lia. Manu da noite enluarada. São Paulo: Biruta, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/185435;Afro-brasileira
"""Em Angola tem? No Brasil também! """;;Rogério Andrade Barbosa;Jô Oliveira;Angola, Brasil, culturas africanas e afro-brasileiras, religiosidade;Matondo vive em Luanda, em Angola, e Josinaldo em Salvador, Brasil. Os dois garotos trocam correspondência e descobrem, aos poucos, uma série de afinidades nos seus gostos e semelhanças entre suas cidades, a respeito do modo de vida, cultura e sua religiosidade;;FTD;1ª;2010;Físico;;https://www.amazon.com.br/Em-Angola-Tem-Brasil-Tamb%C3%A9m/dp/8532273947/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=NTGX0KUV4A6L&dib=eyJ2IjoiMSJ9.4L9Qo5jL6xAMsrZwqQT0kGCcqVN1_ubFIKCS0vAaNvHA1tw3n1UKAS3KAbrjrpTeFfOvejhL-O2dd29UzDNvAvd11ORpo2vYZ6fRYCL6g7nNgC3NfKGQDRCO9YNUDXtzVGKpdWOB7vfwimHd6FuwNKyX3CHECjmoduhoZqeeuAuExH_1xdvVdpwKgAgaNyd5g4u4eri5LqKMMLWwZiou_wtNjQvlo4SvGG37YXF8kSzMYu-xmMwSSi5akigb9uXVnWvxAuM2feSp3Jsi6ZIu9MaMePTvVA3bQu5wYEkgSmw.8kFepiKHMrvLnxhXwWNjx32EF0yWoUgtrAe0VNwJP6A&dib_tag=se&keywords=Em+Angola+tem%3F+No+Brasil+tamb%C3%A9m%21&qid=1716246564&sprefix=em+angola+tem+no+brasil+tamb%C3%A9m+%2Caps%2C462&sr=8-1;pt-BR;;infantojuvenil;48;;BARBOSA, Rogério de Andrade. Em Angola tem? No Brasil também! São Paulo: FTD, 2010.;https://m.media-amazon.com/images/I/713SaZf8v4L._SY425_.jpg;Afro-brasileira
"""Pedro noite""";;Caio Riter;Mateus Rio;Identidade, relações étnico-raciais;Pedro Noite vive a descoberta de si mesmo. Um dia olha o retrato pintando na parede: ele e o pai, cabelo liso, todo ondulado. Mas Pedro não se via como aquele do desenho, era negro, feito noite.;Prêmios Seleções :Catálogo Bolonha - FNLIJ 2012 Selecionado pela Revista Crescer entre os 30 melhores livros infantis de 2012 PNBE 2014- Programa Nacional Biblioteca da Escola;Biruta ;1ª;2011;Físico;;https://www.editorabiruta.com.br/products/pedro-noite?_pos=1&_sid=7b7edf6f3&_ss=r;pt-BR;;infantojuvenil;32;;RITER, Caio. Pedro noite. São Paulo: Biruta, 2011.;https://www.editorabiruta.com.br/cdn/shop/products/PedroNoite_CAPA_480x.jpg?v=1575996656;Afro-brasileira
""" O cabelo de Lelê""";;Valéria Belém;Adriana Mendonça;Identidade, relações étnico-raciais, ancestralidade africana;Lelê vive se pergutando quando olha para seu cabelo de onde vêm tanto cachos. Ela não gosta do que vê. A resposta ela encontra num livro, em que descobre sua história e a beleza da herança africana.;;IBEP;1ª;2012;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/335589?guid=1716247369028&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716247369028%26quantidadePaginas%3d1%26codigoRegistro%3d335589%23335589&i=1;pt-BR;;infantojuvenil;29;;BELÉM, Valéria. O cabelo de Lelê. São Paulo: IBEP, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/335589;Afro-brasileira
"""O garoto da  camisa vermelha""";;Otávio Junior;Angelo Abu;Favela, futebol, identidade, relações étnico-raciais;Uma obra autobiográfica do menino Otávio, que soltava pipas, jogava bola de gude e corria nos campinhos esburacados de futebol numa favela do Rio de Janeiro.;;Yellowfante;2ª;2020;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1777763?guid=1716247627498&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716247627498%26quantidadePaginas%3d1%26codigoRegistro%3d1777763%231777763&i=1;pt-BR;;infantojuvenil;22;;OTÁVIO JUNIOR. O garoto da camisa vermelha. Belo Horizonte: Yellowfante, 2020.;https://m.media-amazon.com/images/I/91ucf5F0ODL._SY425_.jpg;Afro-brasileira
"""Olhe para mim""";;Ed Frank;Kris Nauwelaerts;África, familia, cultura afro-brasileira;Kitoko foi adotado. Sua nova mãe está grávida e ele se pergunta se continuará a ser amado depois que sua irmãzinha nascer. Enquanto espera pela mãe, Kitoko adormece e sonha com a África, continente onde nasceu. Em sonhos, reencontra a irmã biológica, e relembra tudo o que aconteceu com sua primeira família... agora o futuro o espera, terá uma nova irmã a quem irá amar e construir uma nova história.;Prêmios e seleções: Escolhido pelo júri de crianças e jovens KJV - Bélgica 2014 30 melhores livros infantis do ano, Revista Crescer – 2015;Pulo do Gato;1ª;2014;Físico;;https://editorapulodogato.lojaintegrada.com.br/olhe-para-mim;pt-BR;;infantojuvenil;44;;FRANK, Ed. Olhe para mim. São Paulo: Pulo do Gato, 2014.;https://m.media-amazon.com/images/I/51dBDShfa-L._SY445_SX342_.jpg;Afro-brasileira
"""Cartas a povos distantes""";;Fábio Monteiro;Simone Matias ;Luanda, Angola, São Paulo;Fala da história de Giramundo, um garoto que reside em São Paulo e recebe um envelope desconhecido, sem remetente. A partir desta carta de papel amarelado e linhas em branco, com uma localização geográfica e data de origem: Luanda, 3 de novembro de 1985, ele começa a se corresponder com outro garoto, que vive em Luanda, na Angola.;Premiações: Selo Altamente Recomendável da FNLIJ.2º lugar no Prêmio Jabuti, em 2016, na categoria Juvenil. ;Paulinas ;2ª;2024;Físico;;https://www.paulinas.com.br/produto/cartas-a-povos-distantes-9747;pt-BR;;infantojuvenil;96;;MONTEIRO, Fábio. Cartas a povos distantes. São Paulo: Paulinas, 2024;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/3675.jpg;Afro-brasileira
"""Letras de Carvão""";;Irene Vasco;Ruan Palomino;Quilombo, culturas latino-americanas, alfabetização, letramentos;Na pequena cidade de Palenque quase ninguém sabia ler. Com o propósito de ajudar a irmã a decifrar as cartas que recebia, e contando com a ajuda do dono da mercearia, a menina começa a descobrir o que as letras e as palavras significam, e não demora muito para que um mundo novo de possibilidades se abra para ela e para todos os habitantes de seu povoado.;Prêmios e seleções: Livro ganhador do prêmio Fundacion Cuatrogatos. Seleção Cátedra 10 de Leitura Unesco 2016 Acervo Biblioteca Itaú Criança 2016. Selo Altamente Recomendável FNLIJ 2017;Pulo do Gato;1ª;2016;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1668159?guid=1716249286671&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1716249286671%26quantidadePaginas%3d1%26codigoRegistro%3d1668159%231668159&i=4;pt-BR;;infantojuvenil;30;;VASCO, Irene. Letras de Carvão. São Paulo: Pulo do Gato, 2016.;https://m.media-amazon.com/images/I/A1djgMf7BuL._SY425_.jpg;Afro-brasileira
"""O Mundo no Black Power de Tayó""";;Kiusam de Oliveira;Taisa Borges;Autoestima, identidade, relações étnico-raciais;"Tayó é uma menina negra que tem orgulho do cabelo crespo com penteado black power, enfeitando-o das mais diversas formas. Uma personagem cheia de autoestima, capaz de enfrentar as agressões dos colegas de classe, que dizem que seu cabelo é ""ruim"". A autora transforma o enorme cabelo crespo de Tayó numa metáfora para a riqueza cultural de um povo e para a riqueza da imaginação de uma menina sadia.";Prêmio ProAC Cultura Negra 2012 Selecionado para o Acervo Básico da Fundação Nacional do Livro Infantil e Juvenil (FNLIJ) 2014 – Categoria Criança;Peirópolis;1ª;2013;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/941121?guid=1717546998736&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717546998736%26quantidadePaginas%3d1%26codigoRegistro%3d941121%23941121&i=1;pt-BR;;infantojuvenil;44;;OLIVERIA, Kiusam de, O mundo no black power de Tayó. São Paulo: Editora Peirópolis, 2013.;https://m.media-amazon.com/images/S/aplus-media-library-service-media/7decdf37-86ce-4bb8-ba82-114147637ac2.__CR0,0,300,300_PT0_SX300_V1___.png;Afro-brasileira
"""O lápis cor da pele do menino marrom""";;Ana Paula Marini;Ronald Martins;Identidade, relações étnico-raciais;Afinal, se o mundo é tão colorido, por que deve haver apenas uma cor para o lápis cor da pele?;;Edição de autor;1ª;2017;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1688309?guid=1717547409330&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717547409330%26quantidadePaginas%3d1%26codigoRegistro%3d1688309%231688309&i=1;pt-BR;;infantojuvenil;24;;MARINI, Ana Paula. O lápis cor da pele do menino marrom. Sertãozinho: Edição de autor, 2017.;https://images-na.ssl-images-amazon.com/images/I/71Hn0CQTOxL._AC_UL116_SR116,116_.jpg;Afro-brasileira
"""Da minha janela""";;Otávio Junior;Vanina Starkoff;identidade, relações étnico-raciais, memória;Da minha janela é um convite a todos os leitores para olharem para as vidas que nos cercam mas, muitas vezes, passam despercebidas.;Prêmio Jabuti 2020 na categoria Infantil, PNLD 2022 - Ed. Infantil;Cia das Letrinhas;1ª;2019;Físico;;https://www.amazon.com.br/minha-janela-Ot%C3%A1vio-J%C3%BAnior/dp/8574068748/ref=pd_rhf_se_s_pd_crcd_d_sccl_1_3/141-8438640-5879139?pd_rd_w=wyRyK&content-id=amzn1.sym.1b2190ca-db28-46be-85f8-55611bc8c041&pf_rd_p=1b2190ca-db28-46be-85f8-55611bc8c041&pf_rd_r=QKF8MQYF8DN0DTNM3K8E&pd_rd_wg=g2vVH&pd_rd_r=55bbb6e7-728b-4b4a-a891-dbb03a27fe06&pd_rd_i=8574068748&psc=1;pt-BR;;infantojuvenil;48;;OTÁVIO JUNIOR. Da minha janela. Rio de Janeiro: Cia das Letrinhas, 2019.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574068749/da-minha-janela.jpg;Afro-brasileira
"""Grande Circo Favela""";;Otávio Junior;Roberta Nunes ;Circo, palhaço, identidade;A menina Ju encontra Mingau, um palhaço que trocou a alegria pela tristeza depois que o circo no qual trabalhava fechou. Perdido, ele perambulava pela cidade até chegar á favela onde mora Ju. Ela, que nunca havia visto um palhaço de perto, tem uma grande ideia, que surpreenderá a todos numa história inspirada em Benjamin de Oliveria, o primeiro palhaço negro do Brasil.;;Estrela Cultural;1ª;2019;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1740268?guid=1717548495866&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717548495866%26quantidadePaginas%3d1%26codigoRegistro%3d1740268%231740268&i=1;pt-BR;;infantil;29;;OTÁVIO JUNIOR. Grande Circo Favela, Itapira: Estrela Cultural, 2019.;https://m.media-amazon.com/images/I/71UcSJr8hRL._SY425_.jpg;Afro-brasileira
"""O pequeno principe preto""";;Rodrigo França;Juliana Barbosa Pereira ;Baobá, identidade;Em um minúsculo planeta, vive o Pequeno Príncipe Preto. Além dele, existe apenas uma árvore Baobá, sua única companheira. Quando chegam as ventanias, o menino viaja por diferentes planetas, espalhando o amor e a empatia.;;Nova Fronteira;1ª;2020;Físico;;https://www.novafronteira.com.br/o-pequeno-principe-preto;pt-BR;;infantojuvenil;32;;FRANÇA, Rodrigo. O pequeno príncipe preto. Rio de janeiro: Nova Fronteira,2020.;https://m.media-amazon.com/images/I/41KF1iRHe4L._SY445_SX342_.jpg;Afro-brasileira
