título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""O chamado de Sosu""";;Meshack Asare. Tradutor, Luciano Machado;Meshack Asare;Culturas africanas, conhecimentos ancestrais;Sosu percebe, aflito, a vinda de uma grande tempestade que pode destruir a aldeia à beira-mar em que vive, no oeste da África. Mesmo impossibilitado de andar, ele consegue avisar seu povo do perigo iminente com o toque de um tambor. Mas para chegar até ele, precisa enfrentar o temporal. O vilarejo é salvo e Sosu é reconhecido pela comunidade por sua heroica atitude.;Coleção cantos do mundo. Unesco Prize For Children's and Young Peoples's Literature in the Service of Tolerance, 1999 / Altamente recomendável FNLIJ 2005 - categoria Tradução-adaptação Criança / 12º na lista dos 100 melhores livros da África / Programa Minha Biblioteca 2010;SM;2ª;2016;Físico;9788541816816;https://www.smeducacao.com.br/livros/o-chamado-de-sosu-2a-edicao/;pt-BR;;Infantojuvenil;48;;ASARE, Meshack. O chamado de Sosu. São Paulo: SM,2016.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/O-CHAMADO-DE-SOSU_bx.jpg;africana
"""O dom da infância""";;Baba Wagué Diakité. Tradutor(a): Marcos Bagno;Baba Wagué Diakité ;Culturas africanas, Mali, ancestralidade;Ainda pequeno, Baba vai morar em Kassaro, minúscula aldeia no Mali, onde é criado pelos avós, seguindo a tradição familiar.;Coleção Avulso;SM;1ª;2012;Físico;9788576758136;https://www.smeducacao.com.br/livros/o-dom-da-infancia/;pt-BR;;Infantojuvenil;144;;DIAKITÈ, Baba Wagué. O dom da infância.São Paulo: SM,2012.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/O-DOM-DA-INFANCIA_bx.jpg;africana
"""Cambaco""";;Manu Maltez;Manu Maltez;Culturas africanas, Moçambique, mitologia africana;A palavra africana “cambaco” significa, num dos dialetos mais falados em Moçambique, “elefante velho, solitário, afastado da manada”. Esta é a metáfora explorada pelo premiado artista Manu Maltez neste livro de imagens em que recria o trajeto de um elefante rumo ao seu derradeiro destino. Em meio a paisagens devastadas e figuras mitológicas, por vezes surreais ou grotescas, como num cenário pós-apocalíptico, o personagem caminha alheio ao que ocorre em torno dele. Ele já não se admira com mais nada. Uma narrativa mítica que faz pensar sobre o ciclo da vida e as consequências das ações humanas;Coleção Avulso. Altamente Recomendável pela FNLIJ (Fundação Nacional do Livro Infantil e Juvenil), 2018 - na categoria Livro de Imagem.;SM;1ª;2017;Físico;9788541816311;https://www.smeducacao.com.br/livros/cambaco/;pt-BR;;Juvenil;80;;MALTEZ, Manuel. O cambaco.São Paulo: SM,2017.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/CAMBACO_bx.jpg;africana
"""As Panquecas de Mama Panya""";;Richard Chamberlin e Mary Chamberlin, Tradução Claudia Ribeiro Mesquita;Julia Cairnis;Culturas africanas, Quênia, solidariedade;Moradora de um vilarejo no Quênia, Mama Panya resolve fazer panquecas e vai ao mercado com o filho, Adika, para comprar farinha. No caminho, o garoto convida para o jantar todos os amigos que encontra. Mama Panya tem poucas moedas na bolsa, mas o que poderia ser um problema se transforma em forte manifestação de amizade e compartilhamento.;Coleção Contos do mundo. Altamente Recomendável pela FNLIJ (Fundação Nacional do Livro Infantil e Juvenil), em 2005 – na categoria Tradução/Adaptação Criança.;SM;1ª;2005;Físico;9788576750406;https://www.smeducacao.com.br/livros/as-panquecas-de-mama-panya/;pt-BR;;Infantojuvenil;40;;CHAMBERLIN,Richard, CHAMBERLIN,Mary. As panquecas de Mama Panya.São Paulo: SM,2005.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/AS-PANQUECAS-DE-MAMA-PANYA_bx.jpg;africana
"""Ulomma: A Casa de Beleza e Outros Contos""";;Sunny U;Denise Nascimento;Culturas africanas, continente africano,  Nigéria;Uma homenagem do autor nigeriano à mãe África, berço da humanidade, e um convite ao resgate de elementos importantes da história e da cultura africanas, componentes de nossa formação cultural;Altamente Recomendável FNLIJ - Categoria Reconto (2006). Edição 5. Coleção: Árvore falante;Paulinas;1ª;2011;Físico;;https://www.paulinas.com.br/produto/ulomma-a-casa-da-beleza-e-outros-contos-1407;pt-BR;;Infantojuvenil;48;;SUNNI U. Ulomma: A Casa da Beleza e Outros Contos. São Paulo: Paulinas,2011.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/2182.jpg;africana
"""Contos de Olófi""";;Tereza Cárdenas Angulo;Rubem Filho;Contos tradicionais, ancestralidade africana;O livro apresenta uma seleção de contos sobre a origem do mundo e das coisas que o constituem: o homem, a mulher, a morte, o vento, o mar. os sentimentos. Trata-se de uma antologia que envolve o conto tradicional, o folclore e a literatura contemporânea, trazendo para o leitor elementos culturais importantes, universais, que vão além da religiosidade, das raças e das ideologias políticas;Altamente Recomendável FNLIJ - Categoria Criança;Editora Lê;1ª;2017;Físico;;https://loja.le.com.br/livro-infantil/contos-de-olofi;pt-BR;;Infantojuvenil;64;;ANGULO,Tereza Cárdenas.Contos de Olófi.Belo Horizonte : [Editora] Lê, 2017.;https://images.tcdn.com.br/img/img_prod/923070/contos_de_olofi_2239_1_2601fd921ba41ab2d3e8d9e2490bcb04.jpg;africana
"""Amores em África""";;Lenice Gomes ;Denise Nascimento;Culturas africanas, contos tradicionais;"Organizado pela escritora Lenice Gomes, ""Amores em África"" é uma coletânea de contos escritos por diversos autores e inspirados em lendas e histórias da tradição oral, vindas de diferentes países do continente africano. Os contos, escritos por grandes autores brasileiros e também da África, falam sobre reis e rainhas, príncipes e princesas, amores proibidos, esperança, sonhos e liberdade e garantem uma verdadeira viagem pela África";Coleção: Tecendo histórias;Paulinas;1ª;2017;Físico;;https://www.paulinas.com.br/produto/amores-em-africa-2049;pt-BR;;Infantojuvenil;94;;GOMES, Lenice. Amores em África. São Paulo: Paulinas,2017.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/2745.jpg;africana
"""Histórias da África""";;Gcina Mhlophe;;Culturas africanas, contos tradicionais;Do contato com a avó, Gcina aprendeu a gostar de histórias fantásticas que marcaram tantas gerações dos povos africanos. Dez dessas histórias estão aqui e resgatam valores supremos, que regem a vida do ser humano em qualquer parte do planeta, como justiça, ética e respeito;Coleção: Tecendo História;Paulinas;5ª;2010;Físico;;https://www.paulinas.com.br/produto/historias-da-africa-1463;pt-BR;;Infantojuvenil;90;;MHLOPHE, Gcina. Histórias da África. São Paulo: Paulinas, 2010.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/2033.jpg;africana
"""O Mundo Começa na Cabeça""";;Prisca Agustoni;Tati Móes;Culturas africanas, Identidade étnica, povos tradicionais;Em muitos países africanos, trançar os cabelos ou fazer penteados é uma arte muito antiga, ensinada de geração em geração. Cada região do continente tem seu estilo e os penteados, geralmente, indicam o status, idade ou etnia do indivíduo. Em O mundo começa na cabeça, Prisca, sem se ater aos códigos sociais, trata dessa arte singular e interessante, sob um olhar poético e lúdico;Coleção Árvore Falante;Paulinas;1ª;2011;Físico;;https://www.paulinas.com.br/produto/mundo-comeca-na-cabeca-o-1854;pt-BR;;Infantojuvenil;24;;AGUSTONI, Prisca. O mundo começa na cabeça. São Pailo: Paulinas,2011.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/1145.jpg;africana
"""O Natal de Nkem""";;Sunny ;Maurício Veneza;Culturas africanas, contos tradicionais, Natal;"""O Natal de Nkem"" é muito mais do que uma leitura para o período natalino, o livro se revela tão grandioso e tão majestoso que toda a profundidade de seu enredo permanece facilmente no coração. O livro começa com um relato do escritor contando como ele conheceu a história da chegada do Natal na África. Tendo Jesus nascido em uma terra tão distante. Sendo assim, sua mãe começa a contar a história do menino Nkem. Nkem é um menino que foi nomeado rei após a morte de seu pai e a fragilidade da saúde de seu avó, que para ele é considerado o maior de todos os reis. Um dia Nkem recebeu a notícia de que um visitante chegaria. O nome dele é Amén. Ele começou a falar de um rei que nascera em um estábulo, fora colocado em uma manjedoura e que suas palavras encantavam a todos por onde passava. Nkem começa a se interessar mais por esse rei desconhecido a cada conversa e a cada descoberta que fazia. No começo, não entendia como um rei poderia nascer sem ser anunciado em um oráculo como seu avô, em um lugar simples, ou ser tão bondoso quanto ele. Mas é na dor que viria a sentir que de fato ele encontraria a luz que emana desse novo rei que lhe foi apresentado. Até que uma dia, o reino inteiro amanheceu em festa e o Natal nascia em cada canto da África. ";;Paulinas;1ª;2014;Físico;;https://www.paulinas.com.br/produto/natal-de-nkem-o-2329;pt-BR;;Infantojuvenil;40;;SUNNY. O natal de Nkem. São Paulo: Paulinas, 2014.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/938.jpg;africana
"""Tecelagem Uma história Ilustrada""";;Goya Lopes;;Culturas africanas, tecelagem, tecidos africanos;Neste livro, Loom e Axó contam a história da tecelagem manual, uma das atividades mais antigas da humanidade, que até hoje é um artesanato muito utilizado. No continente africano, há uma grande variedade de teares, em cada comunidade, o modelo é diferente. Os tecidos, produzidos pelos tecelões, vestem reis e pessoas comuns em festas e cerimônias, e simbolizam distinção e elegância.;Acervo Informativo de Qualidade da Cátedra Unesco de Leitura 2021;Solisluna;1ª;2020;Físico;;https://solisluna.com.br/products/tecelagem;pt-BR;;Infantojuvenil;32;;LOPES, Goya. Tecelagem Uma história ilustrada. Bahia: Solisluna, 2020.;https://solisluna.com.br/cdn/shop/products/Tecelagem_2.jpg?v=1613485420&width=823;africana
"""Kimbi e a Magia na Floresta""";;Fernando Carlos;;Contos de Luanda, Contadores de histórias, Sabedoria ancestral;"Kimbi e a magia na floresta traz em primeira mão para o Brasil a escrita tão bonita, colorida, delicada e inventiva do escritor angolano Fernando Carlos, jovem nascido em 1979 na capital Luanda, que em seus textos faz uma rica aproximação entre a Angola urbana, a Angola rural e a Angola mítica.
Composto por dois contos interligados, “Kimbi” e “A magia na floresta”, o livro escrito por Fernando é o ponto de partida para a narração de várias histórias, que acontecem tanto no plano textual, como no plano visual.
Em “Kimbi”, Yala e Wime, dois meninos que vivem em Luanda, na Angola urbana, vão de férias para a aldeia Nzoji para finalmente conhecerem o avô Kapala, griô que concentra a sabedoria ancestral do povoado. É lá que conhecem o menino Kimbi. Juntos, os três viverão aventuras que os modificarão para sempre.
Na fábula “A magia na floresta”, que dá acesso à Angola mítica, espécie de encontro entre a Revolução dos bichos com A arca de Noé, a bicharada tem uma série de problemas a enfrentar após a grande devastação que uma Tempestade causou ao seu habitat: como arrumar moradia para todos?, como assegurar que cada bicho viva como e com quem quiser?
Os dois contos se interligam textual e visualmente, e para isso contam com as ilustrações de outro jovem, o brasileiro Kel, que constrói uma fabulosa sinfonia visual cheia de cores.
Das cores presentes em Angola. Das cores presentes no Brasil.";;Barbatana;1ª;2022;Físico;;https://www.edicoesbarbatana.com.br/pd-93734f-kimbi-e-a-magia-na-floresta-fernando-carlos-kel.html;pt-BR;;Juvenil;64;;CARLOS, Fernando.Kimbi e a magia na floresta. São Paulo: Barbatana,2022.;https://img.travessa.com.br/livro/GR/33/33382753-53fe-4a02-b6e1-b4895d24880b.jpg;africana
"""Contos de Cabras e Bodes""";; Bruna Lubambo e Sekuru Comound Muradzikwa;Bruna Lubambo;Culturas africanas, Contos  africanos, Zimbábue;Os autores nos leva para dentro de dois contos africanos do Zimbábue. De um lado do papel dobrado em ziguezague encontraremos dois bodes muito berradores que viviam no pé de uma serra e, uma dia, decidem atravessar uma ponte, no entanto, um partia de cá, o outro vinha de lá e podemos já imaginar que bode que isso vai dar. Do outro lado do livro em formato sanfonado, acompanharemos os passos de um homem que desejava subir uma montanha e, no meio da viagem, para e passa a observar as cabras, magicamente, uma delas chega-lhe perto e diz algo muito sábio.;;Jandaíra ;1ª;2021;Físico;9786587113418;Contos de Cabras e Bodes | Amazon.com.br;pt-BR;;Infantojuvenil;36;;LUBAMBO,Bruno,MURADZIKWA, Sekura Comound. Contos de Cabras e Bodes. São Paul : Jandaíra, 2021.;https://m.media-amazon.com/images/I/81M6wg6+ImL._SL1406_.jpg;africana
"""Orikis: Histórias de Terreiro""";;Luis Antônio Simas ;Luciana Nabuco;Culturas africanas, oriki, cultura iorubá, mitologia;Oriki é uma palavra de origem Iorubá e significa poesia. Você lerá uma coletânea de pequenos contos recheados de ensinamentos e reflexões. Cada conto nos insere em cenários repletos de narrativas mitológicas, crianças e principalmente natureza. Transmitir os mitos africanos é possibilitar a ampliação de um repertório literário que é majoritariamente composto por mitos eurocêntricos.;;Tulipa;1ª;2022;Físico;9786599049354;https://www.livrariacasadaarvore.com.br/produto/orikis-historias-de-terreiro-luiz-antonio-simas-e-luciana-nabuco/;pt-BR;;Infantojuvenil;63;;SIMAS, Luís Antônio. Orikis: Histórias de Terreiro. São Paulo: Tulipa, 2022.;https://i0.wp.com/www.livrariacasadaarvore.com.br/wp-content/uploads/2022/08/Novo-Projeto-14.jpg?fit=200%2C292&ssl=1;africana
"""As Brincadeiras Africanas de Weza""";;Sheila Perina de Souza e coletivo Luderê Afro Lúdico;Whitney Machado;Culturas africanas, continente africano, aventuras;Weza é uma menina brasileira, linda e reluzente, ela é aquela que voltou para a África e brincou. Em suas aventuras por Angola, Moçambique, África do Sul e República Democrática do Gongo, países do continente africano. Weza descobriu brincadeiras, línguas, tradições e fez muitas amizades.;;Kitembo;1ª;2021;Físico;;As Brincadeiras Africanas de Weza - 9786500135282 - Livros na Amazon Brasil;pt-BR;;Infantojuvenil;24;;SOUZA, Sheila Perina. As brincadeiras africanas de Weza. São Paulo: Kitembo,2021.;https://kitabulivraria.com.br/produtos/1223_1286_250px.jpg;africana
"""A Menina Akili e Seu Tambor Falante""";;Verônica Bonfim;Luciano Lima;Continente africano, Tambor, Amizade, Aldeia Adimó;Narra a história de Akili, uma menina africana que vive numa pequena aldeia chamada Adimó, e que junto com seu melhor amigo, um tambor falante de nome Aláfia, seguirá numa jornada para se tornar uma Griote, uma contadora de histórias, guardiã da tradição oral do seu povo;;Nandyala;2ª;2016;Físico;;https://nandyalalivrariaeditora.lojavirtuolpro.com/a-menina-akili-e-seu-tambor-falante/p;pt-BR;;Infantojuvenil;20;;BOMFIM, Verônica. A Menina Akili e Seu Tambor Falante. Belo Horizonte: Nandyala, 2016.;https://m.media-amazon.com/images/I/61-ZPs+gdpL._SL1200_.jpg;africana
"""A Ginga da Rainha""";;Iris Maria da Costa Amâncio ;;Mitologias africanas, Angola, Rainha Njinga;Os pequenos leitores vão tomar conhecimento da Rainha Njinga Mbande, verdadeiro mito da história africana, que nasceu em Angola em 1582. Sua inteligência, habilidade política e liderança se destacaram contra o colonialismo português. A ginga da Rainha traz essa história para os nossos dias, recontando-a por meio das conversas entre uma menina de 11 anos e a empregada de sua casa.;O livro traz gravuras do Museu Histórico de Angola. Acompanha o livro, o CD-ROM.;Mazza;1ª;2005;Físico;8571603340;Terminal - SophiA Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;32;;AMANCIO, Iris Maria. A ginga da rainha.Belo Horizonte: Mazza, 2005.;https://acervo.bn.gov.br/sophia_web/capa/capa/146917;africana
"""Nina África: contos de uma África menina para ninar gente de todas as idades""";;Lenice Gomes, Arlene Holanda, Clayson Gomes;Maurício Veneza;Culturas africanas, lendas africanas, seres inanimados, mistério;Quando o Céu e a Terra estavam próximos um do outro, quando a África era uma imensa floresta onde homens e animais viviam em harmonia, nasceu a brisa, caiu a primeira chuva e surgiram as primeiras histórias recheadas de seres inanimados. A sabedoria e o afeto faziam parte da vida de todos. Nina África traz de muito longe lendas mágicas de encantamento e mistérios;;Elementar ;1ª;2009;Físico;;Terminal - SophiA Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;48;;GOMES,Lenice. Nina África. São Paulo: Elementar, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/254463;africana
"""Plantando Árvores no Quênia""";;Claire A. Nivola;Claire A. Nivola,Tradução de Isa Mesquita;Wangari Maathai, Sustentabilidade, Cinturão-verde, reflorestamento;O livro narra a história da primeira mulher africana a receber o Nobel da Paz. A ambientalista queniana Wangari Maathai, fundadora do movimento Cinturão Verde, ganhou o prêmio em 2004 por sua contribuição ao desenvolvimento sustentável, à democracia e à paz. Ela começou com poucas mudas e conseguiu mobilizar toda a população a plantar mais de 30 milhões de árvores no Quênia;Recebeu diversos prêmios, entre eles o Global 500, oferecido pela ONU a pessoas ou entidades por seu trabalho na defesa do meio ambiente;SM;2ª;2015;Físico;9788541812368;https://www.smeducacao.com.br/livros/plantando-as-arvores-do-quenia-2a-edicao/;pt-BR;;Infantojuvenil;32;;NIVOLA,Claire A. Plantando árvores no Quênia. São Paulo: SM, 2015.;https://www.smeducacao.com.br/wp-content/uploads/2021/07/PLANTANDO-AS-ARVORES-DO-QUENIA_bx.jpg;africana
"""Djarama. Obrigado""";;Eliseu Banori ;Luyse Costa;Culturas africanas, Povo fula, Guiné Bissau, alfabetização;Uma história africana sobre aprendizado e gratidão. “Djarama” é uma palavra da etnia fula que quer dizer “obrigado”. O povo fula vive em Guiné-Bissau e em outros países da costa ocidental da África, e é formado por pastores de gado, em sua maioria. É de lá que vem a história de Saliu, um menino que pastoreia o gado em sua cidade natal com muito gosto, e que deseja aprender a ler e a escrever;;Globinho;1ª;2022;Físico;;https://globolivros.globo.com/livros/djarama;pt-BR;;infantojuvenil;40;;BANORI,Eliseu.Djarama obrigado. São Paulo: Globinho, 2022.;http://s3.amazonaws.com/cdn.globolivros.com.br/livros/2586/medium_2586.jpg?1662407401;africana
"""Alafiá e a Pantera Que Tinha Olhos de Rubi";;Marcel Tenório e Theo de Oliveira;Olavo Costa;Culturas africanas, Povo Congolês, griôs;A menina Alafiá vive em uma aldeia perto do mar e se diverte brincando com seu papagaio Odidé. Seu povo se alimenta de plantas, raízes e peixes crus. Os seus anciãos se reúnem durante a lua cheia para contar histórias. Os autores Marcel Tenório e Theo de Oliveira se inspiraram em uma lenda do povo congolês que explica a origem do fogo para aproximar as crianças da cultura africana.;;Globinho;1ª;2015;Físico;9788525060501;Alafiá e a pantera que tinha olhos de rubi | Amazon.com.br;pt-BR;;infantojuvenil;40;;TENÓRIO,OLIVEIRA. Alafiá e a pantera que tinha olhos de Rubi. São Paulo: Globinho, 2015.;https://m.media-amazon.com/images/I/51NAoDlAKWL._SY445_SX342_.jpg;africana
"""Formas e Cores da África""";;Mércia Maria Leitão e Neide Duarte;Simone Matias;Continente africano, ancestralidade africana, histórias antigas;Por meio de objetos, como máscaras, vestimentas e histórias cheias de encanto e magia, o avô resgata o seu passado e proporciona ao neto uma verdadeira viagem, apresentando-lhe a beleza, a riqueza e a diversidade da história e cultura do continente africano.;Coleção literatura sem coleção;Brasil ;1ª;2014;Físico;;https://lojavirtual.editoradobrasil.com.br/produto/formas-e-cores-da-africa-509;pt-BR;;infantojuvenil;48;;DUARTE,Mércia,DUARTE,Neide. Formas e cores da África. São Paulo : Brasil, 2014.;https://editoradobrasil.f1cdn.com.br/view/false/false/true/false/492.jpg;africana
"""Contos e Músicas da África""";;Souleymane Mbodj;Tradutor(a): Regis L. A. Rosa;Culturas africanas, Contos africanos, Musicas, djembe, griôs, Tradições africanas;Como um ferreiro se tornou o primeiro a tocar o djembe? Que voto fez Sadio - o griot – ao soltar o pássaro cantor? Que encontro estranho teve Demba, o canoeiro? Como a jovem Dieynaba libertou um homem de sua vida miserável de serpente? O que é o udu? Através desses cinco contos, Souleymane Mbodj nos leva a descobrir os principais instrumentos da música tradicional africana. Prepare-se para uma jornada musical nos passos dos cantores e dos griots. Literatura francesa do famoso escritor/cantor/músico senegalês Souleymane Mbodj.;Coleção viajante do tempo;Viajante do tempo;1ª;2020;Físico;9786551260124;https://viajantedotempo.com/loja/contos-e-musicas-da-africa/;pt-BR;;infantojuvenil;36;;MBODJ,Souleymane. Contos e músicas da África.Rio de Janeiro: Viajante do Tempo,2020.;https://m.media-amazon.com/images/I/51ijOfJVVzL._SY425_.jpg;africana
"""África Eterna""";;Rui de Oliveira;Rui de Oliveira;Culturas africanas, Geografia, fauna e flora;África eterna apresenta um panorama do continente africano: as regiões, as florestas e a fauna, os aspectos humanos, econômicos e culturais, o idioma português na África e o legado da África no Brasil. A obra é uma contribuição para o efetivo cumprimento da Lei 10.639, de 9/1/2003, que torna obrigatório o ensino da história e da cultura afro-brasileira, e do Estatuto da Igualdade Racial (Lei 12.288, de 20/7/2010), que torna obrigatório o ensino da história geral da África, ambos a partir do Ensino Fundamental.;;FTD;1ª;2010;Físico;9788532275653;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/277792?guid=1706741425022&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1706741425022%26quantidadePaginas%3d1%26codigoRegistro%3d277792%23277792&i=4;pt-BR;;Infantojuvenil;54;;OLIVEIRA, Rui. África eterna.São Paulo : FTD, 2010.;https://acervo.bn.gov.br/sophia_web/capa/capa/277792;africana
"""Bichos da Terra dos Bichos: Africanos""";;Lalau e Laura Beatriz;Lalau e Laurabeatriz;Poemas,africanos Místerios, Fábulas;A África é um continente mágico, misterioso, onde vivem animais surpreendentes. Tem o guepardo, felino mais rápido que rajada de chuva, o ocapi, mistura de zebra com girafa, e o mandril, cuja cara parece máscara de carnaval... Tem também o leão, o gorila-da-montanha, o pangolim, o dik-dik, a hiena, o hipopótamo... Bichos para todo gosto, de várias formas, cores e tamanhos, apresentados em divertidos poemas e belas ilustrações. Contém texto introdutório sobre geografia, fauna e flora da África, ilustração do mapa-múndi, com destaque para o continente africano, e seleção de sites sobre organizações de proteção animal e parques nacionais.;Série: Planeta bicho . Tatu bola;SM;1ª;2016;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1648844?guid=1706742186616&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1706742186616%26quantidadePaginas%3d1%26codigoRegistro%3d1648844%231648844&i=1;pt-BR;;infantojuvenil;43;;LALAU, BEATRIZ, Laura.Bichos da Terra dos Bichos: Africanos. São Paulo : Edições SM, 2016.;https://m.media-amazon.com/images/I/A1B405oWlzL._SY425_.jpg;africana
"""África - Contos do Rio, da Selva e da Savana""";;Silvana Salerno;Ana Lúcia;Culturas africanas, contos africanos, Contadores de histórias, Griôs;A arte do contador de histórias é muito antiga, surgiu na época em que não havia escrita. O griô, como é chamado na África, é um mestre das artes e da cultura popular que leva o conhecimento às aldeias. A função dos griôs é tão importante que passa de geração para geração. Neste livro são contadas histórias da África que têm relação com os brasileiros: vieram dos países de onde os africanos foram trazidos como escravos para o Brasil. Então, imagine que está numa aldeia africana e aprecie as histórias do Congo, da Guiné-Bissau, do Benin, da Nigéria, de Angola, de Moçambique e do Senegal. Leitura sobre tema importante, principalmente para jovens leitores. As ilustrações, em aquarela, complementam as páginas com leveza e inspiração.;;Girassol;1ª;2017;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1670446?guid=1706742752936&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1706742752936%26quantidadePaginas%3d1%26codigoRegistro%3d1670446%231670446&i=1;pt-BR;;infantojuvenil;79;;SALERNO,Silvana. África - Contos do Rio, da Selva e da Savana. Barueri, SP : Girassol, 2015.;https://m.media-amazon.com/images/I/A1yR0AxGOPL._SL1500_.jpg;africana
"""Madiba - O Menino Africano""";;Rogério Andrade Barbosa;Renato Alarção;Nelson Mandela, Biografia, infância;Admirado por inúmeras gerações em países por todo o mundo, Nelson Mandela é aqui apresentado pelos caminhos da infância, com a delicadeza e a força que só um grande líder traz;;Cortez;1ª;2016;Físico;9788524918216;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/291153?guid=1703373168079&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703373168079%26quantidadePaginas%3d3%26codigoRegistro%3d291153%23291153&i=57;pt-BR;;Infantojuvenil;28;;BARBOSA, Rogério Andrade. Madiba- O menino africano. São Paulo: Cortez, 2011.;https://acervo.bn.gov.br/sophia_web/capa/capa/291153;africana
" ""Os irmãos Zulu""";;Rogério Andrade Barbosa ;Ciça Fittipaldi ;Culturas africanas, Povo Zulu, Histórias de encantamento ;Malandela seguia seus irmãos com sua bolsa feita da orelha de elefante. Foi quando os três encontraram um reino muito estranho. Algum feitiço havia transformado todos os habitantes em pedras. O único sobrevivente do ocorrido lhes contou que toda a vida poderia voltar caso realizassem três tarefas. Mas que tarefas? Rogério Andrade Barbosa conheceu essa narrativa encantadora entre os Zulus, uma população que vive ao sul do continente africano, tão perita na arte de bordar adornos quanto histórias. Seguindo a trilha do autor você vai encontra uma formiga de vida valiosa, uma grande nuvem de patos e três lindas princesas gêmeas. Descobrirá, assim, as sabedorias que existem no universo africano e o quanto ele pode inspirar ilustrações delicadas como as de Ciça;;Larousse Junior;1ª;2006;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/184840?guid=1703373168079&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703373168079%26quantidadePaginas%3d2%26codigoRegistro%3d184840%23184840&i=46;pt-BR;;Infantojuvenil;32;;BARBOSA, Rogério Andrade. Os irmãos Zulu. São Paulo : Larousse Junior, 2006.;https://acervo.bn.gov.br/sophia_web/capa/capa/184840;africana
""" Não chore ainda não"" ";;Rogério Andrade Barbosa ;Ciça Fittipaldi ;Culturas africanas, Guiné-Bissau, Ilha de Babaque, Saltão (peixe);Não chore ainda não, do escritor e especialista em literatura africana, Rogério Barbosa. O livro, indicado para crianças, reconta uma das muitas lendas da cultura da África e traz para os pequenos leitores palavras do vocabulário da região.  Não chore ainda não se passa na ilha de Bubaque, na Guiné-Bissau, onde o saltão, uma espécie de peixe, é a preferida dos habitantes do local. Certo dia, as mulheres da ilha saem com seus balaios na cabeça em busca de alimento. Desesperada, a fêmea de um saltão, que conseguiu escapar das mulheres, começa a chorar por seu marido que foi pego para servir de refeição na aldeia. Em pouco tempo, todos os animais já sabiam do triste fim deste peixinho e da enorme tristeza de sua esposa. Mas, será que chorar tanto acalmou a fêmea? Qual terá sido realmente o desfecho dessa história?;Série Além das lendas;Larousse Júnior;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/198414?guid=1703373168079&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703373168079%26quantidadePaginas;pt-BR;;Infantojuvenil;24;;BARBOSA, Rogério Andrade. Não chore ainda não. São Paulo: Larousse Júnior, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/198414;africana
"""Nyangra Chena: A cobra curandeira""";;Rogério Andrade Barbosa ;Salmo Dansa ;Culturas africanas, Zimbábue, Lendas africanas, Povo Xona;Tangwena, o sábio e bondoso chefe do povo xona, do Zimbábue, adoece gravemente, e sua única possibilidade de cura é a cobra Nyangara, que tem uma saliva mágica e é dotada de poderes sobrenaturais. Para salvar sua vida, ele pede aos homens da aldeia que vão atrás da serpente. Só que os homens se assustam ao encontrar o enorme réptil e fogem correndo. Não havendo nada mais a fazer, o chefe pede que o deixem morrer em paz. As crianças, porém, não se conformam com a morte iminente de Tangwena e, bravamente, resolvem ir atrás de Nyangara e conseguem salvar a vida do ancião.;Série Crísalida;Scipione;1ª;2006;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/146505?guid=1703373168079&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703373168079%26quantidadePaginas%3d4%26codigoRegistro%3d146505%23146505&i=78;pt-BR;;Infantojuvenil;24;;"BARBOSA, Rogério Andrade. Nyangra Chena: A cobra curandeira. São Paulo: Scipione, 2006.

";https://acervo.bn.gov.br/sophia_web/capa/capa/146505;africana
